4 - 2000000 - 1,158046
4 - 2000000 - 1,181937
4 - 2000000 - 1,183584
4 - 2000000 - 1,181625
4 - 2000000 - 1,176492
4 - 2000000 - 1,205992
4 - 2000000 - 1,199910
4 - 2000000 - 1,208169
4 - 2000000 - 1,198134
4 - 2000000 - 1,214191
4 - 4000000 - 2,328162
4 - 4000000 - 2,340126
4 - 4000000 - 2,319192
4 - 4000000 - 2,383314
4 - 4000000 - 2,401306
4 - 4000000 - 2,399402
4 - 4000000 - 2,380644
4 - 4000000 - 2,332354
4 - 4000000 - 2,388654
4 - 4000000 - 2,372248
4 - 8000000 - 4,725574
4 - 8000000 - 4,752443
4 - 8000000 - 4,710811
4 - 8000000 - 4,680485
4 - 8000000 - 4,642567
4 - 8000000 - 4,635479
4 - 8000000 - 4,681592
4 - 8000000 - 4,670533
4 - 8000000 - 4,731396
4 - 8000000 - 4,654562
5 - 1000000 - 0,524753
5 - 1000000 - 0,544161
5 - 1000000 - 0,503376
5 - 1000000 - 0,489168
5 - 1000000 - 0,536067
5 - 1000000 - 0,510649
5 - 1000000 - 0,479148
5 - 1000000 - 0,523216
5 - 1000000 - 0,485400
5 - 1000000 - 0,483920
5 - 2000000 - 1,025177
5 - 2000000 - 0,980814
5 - 2000000 - 1,017005
5 - 2000000 - 0,960717
5 - 2000000 - 1,009623
5 - 2000000 - 0,965322
5 - 2000000 - 0,986296
5 - 2000000 - 0,972481
5 - 2000000 - 0,977212
5 - 4000000 - 1,981082
5 - 4000000 - 2,023004
5 - 4000000 - 1,969641
5 - 4000000 - 1,953127
5 - 4000000 - 1,927269
5 - 4000000 - 1,940829
5 - 4000000 - 2,036829
5 - 4000000 - 1,971805
5 - 4000000 - 1,968888
5 - 4000000 - 1,926591
5 - 4000000 - 1,993952
5 - 8000000 - 3,955947
5 - 8000000 - 3,891323
5 - 8000000 - 3,888900
5 - 8000000 - 3,916575
5 - 8000000 - 3,982558
5 - 8000000 - 3,863443
5 - 8000000 - 3,940304
5 - 8000000 - 3,970973
5 - 8000000 - 3,944408
5 - 8000000 - 3,873356
6 - 1000000 - 0,427166
6 - 1000000 - 0,419812
6 - 1000000 - 0,464015
6 - 1000000 - 0,435946
6 - 1000000 - 0,406542
6 - 1000000 - 0,440223
6 - 1000000 - 0,438001
6 - 1000000 - 0,462443
6 - 1000000 - 0,446710
6 - 1000000 - 0,413860
6 - 2000000 - 0,819562
6 - 2000000 - 0,839037
6 - 2000000 - 0,882006
6 - 2000000 - 0,830772
6 - 2000000 - 0,877573
6 - 2000000 - 0,840197
6 - 2000000 - 0,838177
6 - 2000000 - 0,858390
6 - 2000000 - 0,845119
6 - 2000000 - 0,879329
6 - 4000000 - 1,689183
6 - 4000000 - 1,686415
6 - 4000000 - 1,684941
6 - 4000000 - 1,675247
6 - 4000000 - 1,687045
6 - 4000000 - 1,664580
6 - 4000000 - 1,684284
6 - 4000000 - 1,697514
6 - 4000000 - 1,683182
6 - 4000000 - 1,717950
6 - 8000000 - 3,339416
6 - 8000000 - 3,351899
6 - 8000000 - 3,362903
6 - 8000000 - 3,391441
6 - 8000000 - 3,366071
6 - 8000000 - 3,428765
6 - 8000000 - 3,359371
6 - 8000000 - 3,334148
6 - 8000000 - 3,360883
6 - 8000000 - 3,395744








//---CICLIC---//

1 - 1000000 - 2.591446
1 - 1000000 - 2.555401
1 - 1000000 - 2.560292
1 - 1000000 - 2.565742
1 - 1000000 - 2.560182
1 - 1000000 - 2.608845
1 - 1000000 - 2.552749
1 - 1000000 - 2.548346
1 - 1000000 - 2.583167
1 - 1000000 - 2.609813
1 - 2000000 - 5.187996
1 - 2000000 - 5.132693
1 - 2000000 - 5.242339
1 - 2000000 - 5.122500
1 - 2000000 - 5.105467
1 - 2000000 - 5.247724
1 - 2000000 - 5.146346
1 - 2000000 - 5.181916
1 - 2000000 - 5.159313
1 - 2000000 - 5.219960
1 - 4000000 - 10.279435
1 - 4000000 - 10.247093
1 - 4000000 - 10.243015
1 - 4000000 - 10.378973
1 - 4000000 - 10.249175
1 - 4000000 - 10.206550
1 - 4000000 - 10.510834
1 - 4000000 - 10.435553
1 - 4000000 - 10.238333
1 - 4000000 - 10.352454
1 - 8000000 - 20.662376
1 - 8000000 - 20.461273
1 - 8000000 - 20.629888
1 - 8000000 - 20.733930
1 - 8000000 - 20.535709
1 - 8000000 - 20.635720
1 - 8000000 - 20.591665
1 - 8000000 - 20.633871
1 - 8000000 - 20.478148
1 - 8000000 - 20.522997
2 - 1000000 - 1.317689
2 - 1000000 - 1.321617
2 - 1000000 - 1.330659
2 - 1000000 - 1.326598
2 - 1000000 - 1.321811
2 - 1000000 - 1.331868
2 - 1000000 - 1.325858
2 - 1000000 - 1.320577
2 - 1000000 - 1.324347
2 - 1000000 - 1.333046
2 - 2000000 - 2.610090
2 - 2000000 - 2.606245
2 - 2000000 - 2.606416
2 - 2000000 - 2.605936
2 - 2000000 - 2.592982
2 - 2000000 - 2.602104
2 - 2000000 - 2.579701
2 - 2000000 - 2.603422
2 - 2000000 - 2.557807
2 - 2000000 - 2.612382
2 - 4000000 - 5.160370
2 - 4000000 - 5.152881
2 - 4000000 - 5.163852
2 - 4000000 - 5.240757
2 - 4000000 - 5.255694
2 - 4000000 - 5.306566
2 - 4000000 - 5.240257
2 - 4000000 - 5.321734
2 - 4000000 - 5.334869
2 - 4000000 - 5.492793
2 - 8000000 - 10.510215
2 - 8000000 - 10.621393
2 - 8000000 - 10.494493
2 - 8000000 - 10.378424
2 - 8000000 - 10.471808
2 - 8000000 - 10.510327
2 - 8000000 - 10.517622
2 - 8000000 - 10.437551
2 - 8000000 - 10.372218
2 - 8000000 - 10.343323
3 - 1000000 - 0.922003
3 - 1000000 - 0.907703
3 - 1000000 - 0.906765
3 - 1000000 - 0.939197
3 - 1000000 - 0.924801
3 - 1000000 - 0.881567
3 - 1000000 - 0.916961
3 - 1000000 - 0.932115
3 - 1000000 - 0.935448
3 - 1000000 - 0.917397
3 - 2000000 - 1.743989
3 - 2000000 - 1.788189
3 - 2000000 - 1.774522
3 - 2000000 - 1.787998
3 - 2000000 - 1.772578
3 - 2000000 - 1.810586
3 - 2000000 - 1.776762
3 - 2000000 - 1.797835
3 - 2000000 - 1.791912
3 - 2000000 - 1.787806
3 - 4000000 - 3.488008
3 - 4000000 - 3.482709
3 - 4000000 - 3.514635
3 - 4000000 - 3.600232
3 - 4000000 - 3.511861
3 - 4000000 - 3.497415
3 - 4000000 - 3.462890
3 - 4000000 - 3.516648
3 - 4000000 - 3.527408
3 - 4000000 - 3.546163
3 - 8000000 - 6.929409
3 - 8000000 - 7.052308
3 - 8000000 - 7.013324
3 - 8000000 - 6.987161
3 - 8000000 - 7.054789
3 - 8000000 - 7.026269
3 - 8000000 - 6.921028
3 - 8000000 - 7.003951
3 - 8000000 - 7.061739
3 - 8000000 - 7.029909
4 - 1000000 - 0.717761
4 - 1000000 - 0.698370
4 - 1000000 - 0.724921
4 - 1000000 - 0.695422
4 - 1000000 - 0.675016
4 - 1000000 - 0.697137
4 - 1000000 - 0.723181
4 - 1000000 - 0.733494
4 - 1000000 - 0.719038
4 - 1000000 - 0.723085
4 - 2000000 - 1.410639
4 - 2000000 - 1.403860
4 - 2000000 - 1.396833
4 - 2000000 - 1.380511
4 - 2000000 - 1.412911
4 - 2000000 - 1.401411
4 - 2000000 - 1.425274
4 - 2000000 - 1.355559
4 - 2000000 - 1.371679
4 - 2000000 - 1.377388
4 - 4000000 - 2.675296
4 - 4000000 - 2.673491
4 - 4000000 - 2.689663
4 - 4000000 - 2.686765
4 - 4000000 - 2.695975
4 - 4000000 - 2.663282
4 - 4000000 - 2.669455
4 - 4000000 - 2.669837
4 - 4000000 - 2.704581
4 - 4000000 - 2.668362
4 - 8000000 - 5.349223
4 - 8000000 - 5.294310
4 - 8000000 - 5.357265
4 - 8000000 - 5.355731
4 - 8000000 - 5.326054
4 - 8000000 - 5.234232
4 - 8000000 - 5.361705
4 - 8000000 - 5.335376
4 - 8000000 - 5.282909
4 - 8000000 - 5.343912
5 - 1000000 - 0.607579
5 - 1000000 - 0.581020
5 - 1000000 - 0.582694
5 - 1000000 - 0.593310
5 - 1000000 - 0.586603
5 - 1000000 - 0.542923
5 - 1000000 - 0.587978
5 - 1000000 - 0.595315
5 - 1000000 - 0.578453
5 - 1000000 - 0.589759
5 - 2000000 - 1.063064
5 - 2000000 - 1.124317
5 - 2000000 - 1.119338
5 - 2000000 - 1.134762
5 - 2000000 - 1.138501
5 - 2000000 - 1.140324
5 - 2000000 - 1.133077
5 - 2000000 - 1.142156
5 - 2000000 - 1.108710
5 - 2000000 - 1.132330
5 - 4000000 - 2.223652
5 - 4000000 - 2.176541
5 - 4000000 - 2.193485
5 - 4000000 - 2.218232
5 - 4000000 - 2.218804
5 - 4000000 - 2.209643
5 - 4000000 - 2.201298
5 - 4000000 - 2.192095
5 - 4000000 - 2.182655
5 - 4000000 - 2.180907
5 - 8000000 - 4.412132
5 - 8000000 - 4.411569
5 - 8000000 - 4.326523
5 - 8000000 - 4.397233
5 - 8000000 - 4.349929
5 - 8000000 - 4.404598
5 - 8000000 - 4.406701
5 - 8000000 - 4.349899
5 - 8000000 - 4.354734
5 - 8000000 - 4.397673
6 - 1000000 - 0.503450
6 - 1000000 - 0.504754
6 - 1000000 - 0.502920
6 - 1000000 - 0.503455
6 - 1000000 - 0.506028
6 - 1000000 - 0.504173
6 - 1000000 - 0.505029
6 - 1000000 - 0.505103
6 - 1000000 - 0.504089
6 - 1000000 - 0.501269
6 - 2000000 - 0.969993
6 - 2000000 - 0.959983
6 - 2000000 - 0.956756
6 - 2000000 - 0.953107
6 - 2000000 - 0.940778
6 - 2000000 - 0.943545
6 - 2000000 - 0.969178
6 - 2000000 - 0.959042
6 - 2000000 - 0.923339
6 - 2000000 - 0.965731
6 - 4000000 - 1.872775
6 - 4000000 - 1.874250
6 - 4000000 - 1.881956
6 - 4000000 - 1.887582
6 - 4000000 - 1.879454
6 - 4000000 - 1.899938
6 - 4000000 - 1.835286
6 - 4000000 - 1.864839
6 - 4000000 - 1.855896
6 - 4000000 - 1.870374
6 - 8000000 - 3.716731
6 - 8000000 - 3.712968
6 - 8000000 - 3.743447
6 - 8000000 - 3.714078
6 - 8000000 - 3.690325
6 - 8000000 - 3.709261
6 - 8000000 - 3.703664
6 - 8000000 - 3.709089
6 - 8000000 - 3.709816
6 - 8000000 - 3.703033
